"Iteration: Iteration","Lift Coefficient Monitor: Force Coefficient"
1,10.137534020896906
2,6.0932744998326465
3,3.0274713711345571
4,1.5717911460504244
5,1.1627517313050504
6,0.90070985739911835
7,0.75970981113380698
8,0.71647059122983792
9,0.73469261176940415
10,0.932573191013782
11,0.95820814923748687
12,1.0433091011353699
13,1.0634015615037646
14,1.0808438987439366
15,1.1095315016108604
16,1.1267397530241845
17,1.1561604669651675
18,1.1846136622522181
19,1.2128205483775778
20,1.24470747198247
21,1.2669651966535809
22,1.2878249389144054
23,1.3087707065555971
24,1.3290944409400933
25,1.3489385681070796
26,1.3673152790403151
27,1.3850462578407639
28,1.4013379021571886
29,1.4166043098047196
30,1.4311283320589225
31,1.4446821889399546
32,1.4576711326177645
33,1.4695620318429061
34,1.4807119903686394
35,1.4908855119982471
36,1.5002692409072267
37,1.508799131029624
38,1.5165244870111743
39,1.5232422148751683
40,1.5291861223879222
41,1.5343512468090053
42,1.5388315933608778
43,1.5423163709813936
44,1.5457788414939684
45,1.5486201689916201
46,1.5508032310589721
47,1.5519501614852811
48,1.5527061753458882
49,1.5531979297518999
50,1.5530714011835165
51,1.5523400042886564
52,1.551480524627044
53,1.5499538072392147
54,1.548072382378334
55,1.5466734622376874
56,1.5442946034665943
57,1.5423609410288814
58,1.5393281017074796
59,1.537202574659688
60,1.5346933266995195
61,1.5317814060012043
62,1.5289820783055685
63,1.5263612322543705
64,1.5239564791838451
65,1.5221668353057105
66,1.5191909297633222
67,1.5176148530255531
68,1.5160178534647817
69,1.5143116516808925
70,1.5134356354400018
71,1.5112543114216754
72,1.5108768099629577
73,1.5101756945945606
74,1.510178393582404
75,1.5104168071429906
76,1.5108318829811143
77,1.511595443104323
78,1.5124621162632721
79,1.5134247644910601
80,1.5145426452639281
81,1.5158696560639111
82,1.5173465633425909
83,1.5189599199205941
84,1.5207618461224974
85,1.5226875369280224
86,1.5247037777974355
87,1.5268024693913809
88,1.5289101248408807
89,1.5310955879020118
90,1.5333196550604498
91,1.535529229410491
92,1.5377738990148393
93,1.5399388593057344
94,1.5420981335313799
95,1.5442504356512297
96,1.5463397840565662
97,1.5483311512401932
98,1.5502328048892651
99,1.5521106727370741
100,1.5539059894044032
101,1.5556223957331614
102,1.5572934872651312
103,1.5588625842066723
104,1.560358438560304
105,1.5617612539570622
106,1.5630597752838082
107,1.5642885642898199
108,1.5654777117102441
109,1.5665915539743056
110,1.5676575818443323
111,1.5686622627256033
112,1.569598970927389
113,1.5704733936903414
114,1.5712959676421197
115,1.5720700622980686
116,1.5727830762265644
117,1.5734520851227416
118,1.5740864347579768
119,1.5746969535760322
120,1.5752542216835588
121,1.5757820035927497
122,1.5762541416551625
123,1.5766915616577006
124,1.5770939460434874
125,1.57748001254356
126,1.5778306475549098
127,1.5781443534963278
128,1.578434068471301
129,1.5787001536701402
130,1.5789460390179619
131,1.5791898794537269
132,1.5794191069568113
133,1.5796190959326275
134,1.5798032016894001
135,1.5799657724409257
136,1.5800978465897713
137,1.5803362443760045
138,1.5804680364069124
139,1.5806714873588037
140,1.5807853080972272
141,1.5809841825225859
142,1.5811084366192487
143,1.5813188778787475
144,1.58145733977784
145,1.5817028383062521
146,1.5818702562861437
147,1.5821786379096547
148,1.5823921674215722
149,1.582775880005644
150,1.5831007349016673
151,1.5834586655301495
152,1.5838492873076622
153,1.5842743648611799
154,1.5847210916831724
155,1.5852237756830831
156,1.5857791399551764
157,1.5863912710304688
158,1.587040874766116
159,1.5877233966113902
160,1.5884444606945318
161,1.5893322656230415
162,1.5900062863087261
163,1.5909912683924325
164,1.5918876400363207
165,1.5928109965868622
166,1.5937935205620939
167,1.5948256973333232
168,1.5958920197324873
169,1.5970035740778659
170,1.5981406804418976
171,1.5993205204587562
172,1.6005340722261996
173,1.6017707375059218
174,1.6030277873245171
175,1.6043109658316141
176,1.6056238553745901
177,1.6069383550541052
178,1.6082667940866271
179,1.6096096354062295
180,1.6109623266835027
181,1.6123514520641922
182,1.6136937672001865
183,1.6150478213590542
184,1.6163999805604701
185,1.6177571061345117
186,1.6191098372403367
187,1.6204537719831416
188,1.6217932167672078
189,1.6232114166358742
190,1.6243909102069849
191,1.625802178211927
192,1.6269722652172096
193,1.6283703075442957
194,1.6295190521064935
195,1.630894442018674
196,1.6320159297084258
197,1.6333533584852888
198,1.6344400132623949
199,1.6357551934602415
200,1.6368124114277112
201,1.6380998285057724
202,1.6391295019969834
203,1.6403970150345062
204,1.641403230332531
205,1.642624436842671
206,1.6436060971421456
207,1.6448054161103824
208,1.6457745839248099
209,1.6468642556914384
210,1.6479300880214858
211,1.6489851575693715
212,1.6500240978520704
213,1.6510530385380477
214,1.6520738699017181
215,1.6530895944587605
216,1.6540972033256187
217,1.6550986203318021
218,1.6560947001162456
219,1.657086140435434
220,1.6580617286533621
221,1.6590582505900999
222,1.6600379710459925
223,1.6610129735054673
224,1.6619844409285689
225,1.6629479615639124
226,1.6639127288169675
227,1.6648775033421002
228,1.6658371224746169
229,1.6667874085564909
230,1.6677320986652877
231,1.668673226893451
232,1.6696123374792287
233,1.6705591938088984
234,1.671481954581916
235,1.6723926189587814
236,1.6733150408508113
237,1.6742318963277465
238,1.6751392003505092
239,1.6760403405011615
240,1.6769356780795035
241,1.6778252710354618
242,1.6787089707230403
243,1.6795868602088444
244,1.6804591557581181
245,1.6813245158616652
246,1.682185015856412
247,1.6830412551292495
248,1.6839376686384526
249,1.6847049252984259
250,1.6855479328512124
251,1.6863894752306019
252,1.687219770750104
253,1.6880404419276058
254,1.6888496380005669
255,1.6896569990099621
256,1.6904593632775151
257,1.6912560497790334
258,1.6920991017990197
259,1.6928087596246839
260,1.6935928404141398
261,1.6943771497345503
262,1.6951509215443086
263,1.6959140593507658
264,1.6966744107167584
265,1.6974288420278638
266,1.6981761964063644
267,1.6989274452487808
268,1.6996597202465789
269,1.700390905102795
270,1.7011180495193141
271,1.7018395858209179
272,1.7025566505643979
273,1.7032679862042519
274,1.7039739562278724
275,1.7046742601816536
276,1.705368846682483
277,1.706058765531993
278,1.7067416484071412
279,1.707420678636576
280,1.7080915549747904
281,1.7087562957446016
282,1.7094154004688125
283,1.7100688398708979
284,1.7107164788063203
285,1.7113581762526269
286,1.7119902767595649
287,1.7126196716688853
288,1.7132440462261072
289,1.7138608004943663
290,1.7144726251342362
291,1.7150781756038651
292,1.7156771130810455
293,1.716269790913088
294,1.7168576263772179
295,1.7174384826975793
296,1.7180523678185295
297,1.7185664701072725
298,1.7191656083825473
299,1.7196764763303889
300,1.7202684869853238
301,1.7207706705237464
302,1.7213509573964267
303,1.7218426708460204
304,1.7224104784804348
305,1.7228914969389371
306,1.7234484150157272
307,1.7239195219027337
308,1.7244647077324065
309,1.7249263457354023
310,1.725460479417799
311,1.7259130473308837
312,1.7264364526622358
313,1.7268798162774857
314,1.7273930716919823
315,1.7278281980554051
316,1.7283316708271801
317,1.7287602557038222
318,1.7292241678134326
319,1.7296845178071247
320,1.7301370449750304
321,1.7305830865264618
322,1.7310239718707356
323,1.7314603194671707
324,1.7318926214735135
325,1.7323202847355061
326,1.7327438613813213
327,1.733163369046657
328,1.733578908296026
329,1.7339900787514861
330,1.7343971995796599
331,1.7348002184430946
332,1.7351991674048786
333,1.7355940870890727
334,1.7359849873637678
335,1.7363718866621376
336,1.7367547919633783
337,1.7371331300500079
338,1.7375090001021272
339,1.7378815072982881
340,1.7382482268858113
341,1.7386111136226985
342,1.7389705020265256
343,1.7393263612324372
344,1.7396786515314926
345,1.7400273674594569
346,1.740372501643104
347,1.7407140880330589
348,1.7410521862597608
349,1.7413868517637972
350,1.7417181021810437
351,1.7420459987776689
352,1.7423705647804548
353,1.7426918443683175
354,1.7430098891724057
355,1.7433247987411693
356,1.7436365226638091
357,1.7439452160274638
358,1.7442509411622038
359,1.7445536474531815
360,1.7448533754684474
361,1.7451501489574683
362,1.7454440133128561
363,1.7457350233242401
364,1.7460232293898466
365,1.746308670203639
366,1.7465885677148822
367,1.7468691806676793
368,1.7471475110079349
369,1.7474228640185667
370,1.747695258773649
371,1.7479648187526344
372,1.7482317488131582
373,1.7484961708939641
374,1.7487581040801898
375,1.7490175887780259
376,1.7492746615469583
377,1.7495293433590049
378,1.7497829959154556
379,1.7500327639495943
380,1.7502800532453089
381,1.7505251755832059
382,1.7507681809185558
383,1.7510090368060955
384,1.7512477096261856
385,1.7514842368880152
386,1.7517186006146419
387,1.7519508194658637
388,1.7521809250642004
389,1.7524089384839485
390,1.7526348887935139
391,1.7528588131151301
392,1.7530807123564391
393,1.7532996180394118
394,1.7535175099296747
395,1.7537337028085178
396,1.7539478881382393
397,1.7541600177091272
398,1.7543701242562253
399,1.7545782636546055
400,1.7547844818107332
401,1.7549888293475653
402,1.7551913416281928
403,1.7553920131499621
404,1.755590491159448
405,1.7557875376849215
406,1.7559829224850263
407,1.7561765492328267
408,1.756368395463435
409,1.7565591625948593
410,1.7567479001480861
411,1.7569342638917325
412,1.7571189649851444
413,1.7573022076498965
414,1.7574839457597713
415,1.7576641518584135
416,1.7578428156214816
417,1.758019949446644
418,1.7581955313140381
419,1.7583696512505342
420,1.7585422865343943
421,1.7587134740914516
422,1.758883260496712
423,1.7590516265343368
424,1.7592186001993531
425,1.7593842013998209
426,1.7595484359569196
427,1.7597113243955049
428,1.7598728721449151
429,1.7600330910874415
430,1.760191990188861
431,1.7603495777049223
432,1.7605058626050789
433,1.7606608501446841
434,1.7608145295600668
435,1.7609668987636233
436,1.7611180556423311
437,1.7612678460242652
438,1.7614165589466431
439,1.761563987115123
440,1.7617101195148372
441,1.7618549885052297
442,1.7619986173531257
443,1.7621410255058669
444,1.762282356183658
445,1.7624224129354991
446,1.7625611848893556
447,1.7626987792767679
448,1.7628352250724921
449,1.7629705550523618
450,1.7631047517223852
451,1.7632378372847468
452,1.7633697965768906
453,1.7635006606477366
454,1.7636305705788349
455,1.7637591803526045
456,1.7638867375439593
457,1.7640132894154164
458,1.7641388063409194
459,1.7642633042078786
460,1.764386767420137
461,1.7645092254679673
462,1.7646305350025957
463,1.764750975870691
464,1.7648704802358621
465,1.7649890056256834
466,1.7651065410845763
467,1.7652231108424656
468,1.7653388397247578
469,1.7654534439173242
470,1.7655671077914876
471,1.7656798845395292
472,1.7657917445113454
473,1.7659026995290381
474,1.7660127293199686
475,1.7661218571092969
476,1.7662300649454792
477,1.7663373778989941
478,1.7664437783943159
479,1.7665492931149838
480,1.7666539025681534
481,1.766757631247633
482,1.7668604642966672
483,1.766962427838336
484,1.7670635064509406
485,1.7671637278395784
486,1.7672630775398883
487,1.7673615839495531
488,1.7674592506585021
489,1.7675560582349663
490,1.767652040034948
491,1.7677471956024782
492,1.7678415386111053
493,1.7679350773208489
494,1.7680278178021764
495,1.7681197564418765
496,1.7682109108809443
497,1.7683012757786547
498,1.7683910399745528
499,1.7684798119558169
500,1.7685678525476767
501,1.7686551875483145
502,1.7687417911872887
503,1.7688276618779848
504,1.7689128033723551
505,1.7689972131917904
506,1.7690809109621835
507,1.7691639062070634
508,1.7692461966234325
509,1.7693277991787379
510,1.7694087216045744
511,1.7694889602761663
512,1.7695685316473668
513,1.7696474354019434
514,1.769725686832279
515,1.7698032834521762
516,1.7698802376733942
517,1.7699565443125325
518,1.7700322159189661
519,1.7701072457374538
520,1.7701816463945752
521,1.7702554122492751
522,1.7703285531718262
523,1.7704010636522518
524,1.7704729574395219
525,1.7705442279019779
526,1.7706148869334299
527,1.7706849310115254
528,1.7707543755377386
529,1.7708232117572322
530,1.7708914566432183
531,1.7709591052339899
532,1.7710261708820554
533,1.7710926458802385
534,1.7711585531378242
535,1.771223886721498
536,1.771288658348932
537,1.7713528650558974
538,1.7714165205940664
539,1.7714796222197731
540,1.7715421818991104
541,1.7716042001615004
542,1.7716656925257777
543,1.7717266473453113
544,1.7717870818090662
545,1.7718469917831428
546,1.7719063906639378
547,1.7719652746145249
548,1.7720236564240037
549,1.772081530804527
550,1.7721389083952441
551,1.7721957876980028
552,1.7722521786599623
553,1.7723080756506782
554,1.7723634909814483
555,1.7724184212243743
556,1.772472870987672
557,1.7725268542646182
558,1.7725803670997848
559,1.7726334138629463
