"Iteration: Iteration","Drag Coefficient Monitor: Force Coefficient"
1,8.2506209947959412
2,5.3125347366053024
3,3.3729762773852245
4,2.1146833074865112
5,1.3001418182160229
6,0.7884736616041681
7,0.47572488485590875
8,0.29970250137664339
9,0.20676155441052735
10,0.16461588391293858
11,0.14232567980331309
12,0.12682462695657801
13,0.11486514599355033
14,0.10502285035492709
15,0.097004835911316659
16,0.090707490327532392
17,0.084912480174792845
18,0.078579841531313602
19,0.07296253595379229
20,0.066737220311727366
21,0.060982183161942718
22,0.055646743128093618
23,0.050850250494722408
24,0.046660336766225483
25,0.04310381303205895
26,0.039990791096818717
27,0.037518363191786759
28,0.035227239772619927
29,0.033344064906138025
30,0.03169517854147523
31,0.030213373823431502
32,0.028981151972819377
33,0.027757912767154669
34,0.026759638551657597
35,0.025765599503078683
36,0.024941089413827271
37,0.024076797487634694
38,0.023386751661484101
39,0.022658504534472546
40,0.022082004638953719
41,0.021468800013981573
42,0.020994898518959654
43,0.020521766515863654
44,0.020083306165208176
45,0.019690951584851742
46,0.019329100163071766
47,0.018995443964758524
48,0.018685001145100029
49,0.018398976726372515
50,0.018133901185511392
51,0.0178870662351353
52,0.017656460888898197
53,0.017442425040870339
54,0.017240391272962757
55,0.017050011640930989
56,0.016876148454964782
57,0.016716923110239514
58,0.016571124245983428
59,0.016457050518869049
60,0.016314379941612105
61,0.016216230884591662
62,0.016099143620166883
63,0.016020088815965644
64,0.015943889372923892
65,0.01587371684276577
66,0.01582219364549876
67,0.015751447018560974
68,0.015714072779913164
69,0.015677638370190344
70,0.015635699438724664
71,0.015605881486967291
72,0.015568984126035728
73,0.015540337366346996
74,0.015502449202715287
75,0.015470117241324228
76,0.015430397041318907
77,0.015390849238762213
78,0.015349315557880838
79,0.015307667278533596
80,0.015265042520734049
81,0.015220876830785164
82,0.015174930007041336
83,0.015126938170246514
84,0.015077076618660101
85,0.015025972723558914
86,0.014974327487156439
87,0.01492210368424654
88,0.014869501627559603
89,0.014817063784535282
90,0.01476523060878732
91,0.014714303015600089
92,0.014664610511491354
93,0.014616063963232485
94,0.014568988850015497
95,0.014523775115536919
96,0.014479592958489934
97,0.014437943920844935
98,0.01439871203132399
99,0.014362019833738499
100,0.014327090844153827
101,0.014294011989772756
102,0.014262870211496085
103,0.014233667554238879
104,0.014206328861617752
105,0.014181883897903487
106,0.014157963783830028
107,0.014134840524912932
108,0.014113018583593609
109,0.014092519751153157
110,0.014073160897365215
111,0.014054058842131805
112,0.014036397087802285
113,0.014019571875687488
114,0.014003086354801667
115,0.013986826716355726
116,0.013970716735110876
117,0.013954748463271882
118,0.013938872286394312
119,0.013923067348614556
120,0.013907282404804929
121,0.01389148325464749
122,0.013875765399405533
123,0.013859978532700493
124,0.01384407166222015
125,0.013828120726608047
126,0.013812154224141057
127,0.01379616701760935
128,0.013780153123512173
129,0.013764100103981117
130,0.013748040138047431
131,0.013732005363590552
132,0.013715977124915029
133,0.013699435736745508
134,0.01368365261353245
135,0.013668690323394576
136,0.013652424717230039
137,0.013636623265171946
138,0.01362130461888994
139,0.013606236398546356
140,0.013591366509239602
141,0.013576689267978904
142,0.013562245361215156
143,0.013548091049494197
144,0.013534154419647521
145,0.013520642954310994
146,0.013507533775694344
147,0.013494812764839511
148,0.013482491430411976
149,0.013470546552055323
150,0.013459030414204461
151,0.013447941346576519
152,0.013437270688461209
153,0.013427038694229928
154,0.013417238353242929
155,0.013407885091988116
156,0.01339897010953311
157,0.013390490821300165
158,0.013382479300066072
159,0.013374834786831807
160,0.013367546909364047
161,0.013360614330326429
162,0.013354028908978929
163,0.013347771006845761
164,0.013341826214285219
165,0.013336162051551099
166,0.013330749429319451
167,0.01332556353427259
168,0.013320581286184192
169,0.013315780949389266
170,0.013311142135138267
171,0.013306655055612271
172,0.013302292109210689
173,0.013298034809741399
174,0.013293868102560939
175,0.013289777264789443
176,0.013285750588261837
177,0.013281778643775222
178,0.013277447760388032
179,0.013273980902672674
180,0.013269713953697332
181,0.01326593704337533
182,0.013262014029002771
183,0.013258310162137707
184,0.013254633159032901
185,0.013250956805136879
186,0.013247291119841284
187,0.013243645166178479
188,0.0132400259926253
189,0.013236438769824398
190,0.013232887509018161
191,0.013229375925638196
192,0.013225908190670158
193,0.013222487773209992
194,0.0132191171073529
195,0.013215796840624827
196,0.013212525773600617
197,0.013209309705516767
198,0.013206149447339378
199,0.013203049808964758
200,0.013200009606398378
201,0.01319702856591299
202,0.013194106955618469
203,0.013191244767234241
204,0.013188441797050497
205,0.013185698100360473
206,0.013183013245290226
207,0.01318038603151242
208,0.013177814988651599
209,0.013175298777882927
210,0.013172835019616667
211,0.01317042219306762
212,0.013168058849812023
213,0.013165742605127099
214,0.01316347113264095
215,0.013161241592459239
216,0.013159052088322628
217,0.013156901590504715
218,0.013154786116620276
219,0.013152704974878509
220,0.013150655458838657
221,0.013148636036628518
222,0.013146645169251906
223,0.013144679394823168
224,0.013142740206425099
225,0.013140825156214512
226,0.013138932608998691
227,0.013137061617071552
228,0.01313521141048226
229,0.013133381468069711
230,0.013131570972690625
231,0.013129779302454908
232,0.013128005897673066
233,0.01312625047379077
234,0.013124512658481947
235,0.013122792370059495
236,0.013121089524020628
237,0.013119404254187936
238,0.013117736821909642
239,0.013116087630948989
240,0.013114457155008911
241,0.013112845828634537
242,0.013111254046509459
243,0.013109682235253562
244,0.01310813073716259
245,0.013106599490285673
246,0.013105089432858121
247,0.013103600599781509
248,0.013102134569877548
249,0.013100690780763712
250,0.013099269610867704
251,0.013097871284124684
252,0.013096495865067571
253,0.013095143225569044
254,0.013093805935560691
255,0.013092498921812547
256,0.013091218878102228
257,0.013089961527089833
258,0.013088725062761934
259,0.01308750925550204
260,0.013086314502956045
261,0.013085140910299432
262,0.013083988166833208
263,0.013082855892889853
264,0.01308174371571541
265,0.013080651123259875
266,0.013079577628056401
267,0.013078522653605779
268,0.013077485568198832
269,0.013076465825245119
270,0.013075462964646064
271,0.01307447645738734
272,0.013073505735836001
273,0.013072550204229167
274,0.013071609309644384
275,0.013070682733934223
276,0.013069770045615107
277,0.013068870823083499
278,0.013067984896453043
279,0.013067111748951546
280,0.013066250970877102
281,0.013065402181679016
282,0.013064564984422152
283,0.013063739043650602
284,0.013062924015927279
285,0.013062119600652088
286,0.013061325759082556
287,0.013060542324890109
288,0.013059769099589544
289,0.013059005927501571
