"Iteration: Iteration","L/D Monitor: Expression"
1,0.84712853211142269
2,0.87797520443056232
3,0.78676387296607853
4,0.70445540017300057
5,0.86773543904870198
6,1.172302102680707
7,1.6949460859243648
8,2.6256443864939287
9,3.6312091211436761
10,4.3124119395092748
11,4.8168282921760452
12,5.2893522008518641
13,5.7641659946298995
14,6.2645676246131243
15,6.6654318854802623
16,7.2834444877634086
17,7.8177652784278848
18,8.3283611420251624
19,8.911103603791414
20,9.4022167969884585
21,9.9126566264272569
22,10.471358636378891
23,11.0539684403034
24,11.670245002713063
25,12.197273633054703
26,12.787127671993732
27,13.294557238615543
28,13.798791250204909
29,14.290708897120222
30,14.782623086202507
31,15.271881199886398
32,15.768713499982596
33,16.274153672594974
34,16.785465848751951
35,17.307230722252164
36,17.837782483478513
37,18.372138408947034
38,18.936674440907922
39,19.520888826019995
40,20.105488034231993
41,20.715014044174943
42,21.338564803150888
43,21.972719930461878
44,22.61929053907512
45,23.225959441304525
46,23.978633776142022
47,24.5944218347061
48,25.303345942137799
49,26.032403894538014
50,26.767917918198147
51,27.508521698834443
52,28.266856683501679
53,29.004334222582557
54,29.73313322128568
55,30.453550851119005
56,31.165278720583846
57,31.862847399036998
58,32.542155075233232
59,33.205608865818313
60,33.835421342289266
61,34.417970867624291
62,34.850066277166007
63,35.484118226371791
64,35.855482183690384
65,36.233523940349976
66,36.588155326772558
67,36.895314622683742
68,37.135373938686598
69,37.263099824517951
70,37.460912597687184
71,37.51923954504354
72,37.553255803061866
73,37.515288306449648
74,37.52545596647613
75,37.447310694773641
76,37.402320856588787
77,37.364261371901883
78,37.315727899889474
79,37.273730805370441
80,37.239442981132591
81,37.224751640174098
82,37.211553687071678
83,37.209101494476393
84,37.253226586335437
85,37.308467285354631
86,37.390419934975732
87,37.488754717223578
88,37.599058152779627
89,37.739943095629123
90,37.886193631229311
91,38.061188402834041
92,38.251876197097801
93,38.455455427269783
94,38.672126333322808
95,38.900302920606237
96,39.137896640314743
97,39.382759090600018
98,39.633256782093362
99,39.88462252711092
100,40.13749535595295
101,40.398854122416203
102,40.657273986276316
103,40.922356377211258
104,41.175511857917634
105,41.423009513334463
106,41.668298654655104
107,41.910035901388511
108,42.149090415878426
109,42.385060371263116
110,42.617439459418335
111,42.847635960562187
112,43.073235508273534
113,43.296420502782219
114,43.515289673463442
115,43.735839813033152
116,43.950316369210867
117,44.164144380971713
118,44.378232967627618
119,44.594318618588723
120,44.808993115473143
121,45.024279311508202
122,45.241393884414698
123,45.460505361197932
124,45.681921658535153
125,45.901232767742414
126,46.125978724551992
127,46.354414303615606
128,46.584210850051321
129,46.816213694956289
130,47.049271278188812
131,47.283733257566908
132,47.519877573763374
133,47.757430686368309
134,47.977607627347737
135,48.244991022986625
136,48.460437808192133
137,48.701542977136711
138,48.942970324939658
139,49.180067129590697
140,49.414181534383353
141,49.646087385053384
142,49.877008480981758
143,50.103205841466448
144,50.324991101639206
145,50.542460921005507
146,50.755934614965241
147,50.963313842048784
148,51.164753547539419
149,51.360321808655847
150,51.549824176814759
151,51.732929265884081
152,51.909349251805608
153,52.07895726803023
154,52.241566303851172
155,52.396929933032226
156,52.545781834652381
157,52.687626878287787
158,52.8224966358733
159,52.950610359859525
160,53.072153814317026
161,53.187309179432894
162,53.296339937291449
163,53.399521768479737
164,53.503405029560611
165,53.59314604779383
166,53.680347244782766
167,53.763566069205261
168,53.841977277885675
169,53.91603975425928
170,53.986399776395217
171,54.05361906708584
172,54.118123875239768
173,54.178823278567684
174,54.240502023037365
175,54.298110128221531
176,54.35602910976516
177,54.40912208749485
178,54.464592422704705
179,54.515307442788348
180,54.569482295476789
181,54.618861725814817
182,54.671332880864817
183,54.720608582681933
184,54.774205483707171
185,54.823229520670964
186,54.876949970805569
187,54.926170025045046
188,54.980396279658628
