"Iteration: Iteration","Drag Coefficient Monitor: Force Coefficient"
1,7.1131372609432386
2,4.3527413115234799
3,2.4148460676912586
4,1.3638649827597034
5,0.86647786745592748
6,0.53505642501640949
7,0.33764864904067116
8,0.23376379224379196
9,0.18693814876055492
10,0.20584699522265026
11,0.19717998075397578
12,0.2113580185310234
13,0.20555963707558725
14,0.19825866865455344
15,0.19058037473129158
16,0.18606521224789124
17,0.18198146200934998
18,0.17970001064637109
19,0.17775781605920443
20,0.17582688784044731
21,0.17289867572376177
22,0.16943246762617165
23,0.16602228831373622
24,0.16286541120877077
25,0.15995102051800769
26,0.15713985879806786
27,0.15452584119350038
28,0.15183319161000353
29,0.14906919403689362
30,0.14633829114755528
31,0.14353962517144975
32,0.14074672179655204
33,0.13784284880713565
34,0.13490457848420007
35,0.13185378488281843
36,0.12882547301743927
37,0.12578869173744314
38,0.12259708713013656
39,0.11928740930745724
40,0.11594415097523278
41,0.11255514970423952
42,0.10918745672857724
43,0.10607469074712622
44,0.10268496417026951
45,0.099272103783936277
46,0.09593115668582608
47,0.092546180450639476
48,0.089298153915167572
49,0.085887847698199626
50,0.083213064540636539
51,0.079898668395874589
52,0.077374897728318431
53,0.074230226872554844
54,0.071578800217154709
55,0.069426613196968329
56,0.06667685033428411
57,0.064750959737974845
58,0.062283666647050651
59,0.060659489399011557
60,0.058866889768890818
61,0.057139397311395446
62,0.055633480843592376
63,0.054370120720688253
64,0.053271116079186387
65,0.052540538528780045
66,0.051486311461261425
67,0.050996093722388225
68,0.050586267021569986
69,0.050222976710972811
70,0.050084000622132807
71,0.049878911760307509
72,0.049867350899135021
73,0.050072716487718216
74,0.050194444067293065
75,0.050705084697401537
76,0.050999094881497398
77,0.051476863439001819
78,0.051877321364756868
79,0.052274434147093152
80,0.052673761812825071
81,0.053076333537934617
82,0.053460588536393072
83,0.053822610563220574
84,0.054172416136884394
85,0.054488713160228353
86,0.05476311785179977
87,0.054991983298277869
88,0.055162787663601998
89,0.05530066762626179
90,0.055380366747068699
91,0.055417167732315142
92,0.055419684130768976
93,0.055360473385960174
94,0.055264327844632199
95,0.055131709166422516
96,0.054968326409156443
97,0.054756317561265866
98,0.054506022656834907
99,0.0542439701998228
100,0.053949259580655218
101,0.053639732589469469
102,0.053321881035464536
103,0.052975894717132432
104,0.052617179355665344
105,0.052249863387962114
106,0.051859759500748226
107,0.051463947376651165
108,0.051078804215652862
109,0.050690706025131482
110,0.050313157213902393
111,0.049938290842722999
112,0.049557733843324681
113,0.049180431853082407
114,0.048811992105801949
115,0.048446133190216067
116,0.04807969991432326
117,0.04772316700761503
118,0.047385081427627429
119,0.047054423601437967
120,0.046728387449419428
121,0.046412326042227559
122,0.046097513413911051
123,0.04579125221765401
124,0.045493932601796461
125,0.0452099747991348
126,0.044933930896411844
127,0.044664832982669211
128,0.044408076277225261
129,0.044161701179594393
130,0.043924407333632343
131,0.043703201056338625
132,0.043493036358298376
133,0.043290893020956067
134,0.043100074739797434
135,0.042920439068083627
136,0.042792532851313014
137,0.042605765331461432
138,0.04249814148552794
139,0.042340558472457046
140,0.042254561906134802
141,0.042136754453431846
142,0.042075054272571244
143,0.041987432799848845
144,0.041945230127485744
145,0.041892974245392178
146,0.041872403773742572
147,0.041861922596486412
148,0.041869464294079839
149,0.041896899029486401
150,0.041928718313824831
151,0.04197826394325882
152,0.042039196974290427
153,0.042107845354979856
154,0.042182871152335266
155,0.042274922967038719
156,0.042380273456486761
157,0.042498542550073293
158,0.042621969774280954
159,0.042746675794267996
160,0.042875518497071718
161,0.043029187299024552
162,0.043146129390950305
163,0.043310100002141305
164,0.043449151565700894
165,0.043586132527842381
166,0.043725100187558819
167,0.043863933314329584
168,0.043998100802898121
169,0.04412928315763226
170,0.044253627482813807
171,0.044373530803541339
172,0.044487226049449546
173,0.044591655280344367
174,0.04468668569104628
175,0.044774171583671474
176,0.044855915099511534
177,0.044923312452798125
178,0.044980999213447337
179,0.045029833226954918
180,0.045069477450368212
181,0.045111375859013869
182,0.045126285364412433
183,0.045135160296424448
184,0.045135554908295128
185,0.045130419099702723
186,0.0451167703710183
187,0.045097680386605665
188,0.045073049982580271
189,0.045050944080959776
190,0.044997942587023998
191,0.044968983124936746
192,0.044911114642740557
193,0.044876040655561611
194,0.044813249735699112
195,0.044774199117805502
196,0.044707992156917731
197,0.044662413826115077
198,0.044594142985744434
199,0.044548783042783535
200,0.044481365629697067
201,0.044436005894690933
202,0.044369558612142312
203,0.044328153590538044
204,0.044263615689827118
205,0.044218775580624092
206,0.044156869639082663
207,0.04411631955180223
208,0.044056757429998317
209,0.04401205120379853
210,0.043970143331739819
211,0.043928738204216444
212,0.043887079157924835
213,0.043846472736976561
214,0.043807343582558833
215,0.043770493197926696
216,0.043734357197075358
217,0.043699425080423071
218,0.043665769324404358
219,0.04363327768165004
220,0.043597936957772976
221,0.043572114727303934
222,0.043542137999638353
223,0.043512213002496747
224,0.043483700080131693
225,0.043453515866718639
226,0.043425052125260821
227,0.043397611793434987
228,0.043370309577348554
229,0.043340469522616332
230,0.043309368028790152
231,0.043279212423347924
232,0.043249047243354988
233,0.043221204002995728
234,0.043187475075506965
235,0.043151470550188198
236,0.043120663035738527
237,0.043088823441332191
238,0.043054860731924161
239,0.043020191926258167
240,0.042985083835736682
241,0.042949723900576053
242,0.042914205134405414
243,0.042878600356678565
244,0.04284293533094341
245,0.042806858295370009
246,0.042771257121576034
247,0.042736123531751102
248,0.042705622413952649
249,0.042662730456127285
250,0.042627937701693375
251,0.042594787935520184
252,0.042561339254004571
253,0.042527598307077752
254,0.042492387355060834
255,0.042459160579895017
256,0.042426658719904919
257,0.042394451095882246
258,0.042366938615640393
259,0.042327412143131238
260,0.042295509746444582
261,0.042265490967531072
262,0.042235091300432903
263,0.042203590918214129
264,0.042172658682613884
265,0.042141670292695055
266,0.042110200499936246
267,0.04208163489849559
268,0.042048739935001522
269,0.042017171620170213
270,0.041985884793966699
271,0.041954081133934062
272,0.041922838754861136
273,0.041891217851568407
274,0.041859317444337463
275,0.041827115853384
276,0.041794643477322424
277,0.041762462588176341
278,0.041729257390496155
279,0.041696474631781721
280,0.041663029076998703
281,0.041629211215276019
282,0.041595259391751183
283,0.041561248425269259
284,0.041527185355983653
285,0.041493050293328781
286,0.041457294332468364
287,0.04142304176414463
288,0.041389255462099594
289,0.041355090854037768
290,0.041321088116403115
291,0.04128710744720504
292,0.041253093255549211
293,0.041219116373458098
294,0.041185835459394582
295,0.041152244646005143
296,0.041122594914111965
297,0.041084022500398776
298,0.041052929315890663
299,0.041015970853478301
300,0.040986433204097339
301,0.040950518901298971
302,0.040921669124874438
303,0.040886414497311396
304,0.040857886090455042
305,0.040823180272948012
306,0.04079537853719456
307,0.040761417398079758
308,0.040734202865058133
309,0.040700931898698778
310,0.04067428374250992
311,0.04064172865414406
312,0.040615661488125787
313,0.040583675839702793
314,0.040558221682215179
315,0.040527042841297989
316,0.040502110459689156
317,0.040472131928967092
318,0.040445215245279553
319,0.040418886749367555
320,0.040392330755625594
321,0.040365643069466883
322,0.04033902213214613
323,0.040312551546949182
324,0.040286237728454577
325,0.04026002684042429
326,0.040234015680308266
327,0.040208155747663288
