"Iteration: Iteration","Drag Coefficient Monitor: Force Coefficient"
1,7.5115247099163351
2,4.5886575891193342
3,2.4996999175696759
4,1.406902079516704
5,0.89656763392736827
6,0.55678150886448385
7,0.3548732598325558
8,0.24843634916025414
9,0.20200274631118964
10,0.22435577668603959
11,0.21550039370288071
12,0.23140628813757874
13,0.2252981554550792
14,0.21758651405912965
15,0.20953099999965974
16,0.2051102456834234
17,0.20087626579428952
18,0.19838981670291062
19,0.19662155153249916
20,0.19473901318414277
21,0.19172630980707367
22,0.18813988550188759
23,0.18489196267024111
24,0.18181745745697553
25,0.17866282783656856
26,0.17567866944834906
27,0.17264006398471554
28,0.16985061713100788
29,0.16689703112490198
30,0.16386170346285717
31,0.16080925768014337
32,0.15769595318703586
33,0.15458221203364278
34,0.15127147056072798
35,0.14802536060962934
36,0.14463480000337392
37,0.14113130296329857
38,0.13755283110622221
39,0.13387964757538956
40,0.1301148437504655
41,0.12633255095469115
42,0.12253425770655066
43,0.11904305062684051
44,0.11519067663562801
45,0.11134413394086567
46,0.10755309639838528
47,0.1037519873528906
48,0.10007817597016738
49,0.096520716746549273
50,0.0929109665031847
51,0.089082400435168463
52,0.086221132414783797
53,0.082667993147950536
54,0.080072192353667082
55,0.076732839109664996
56,0.07406775183208858
57,0.071984741787282813
58,0.069111215984536456
59,0.067221248924796362
60,0.065200743759662838
61,0.063265505742336636
62,0.061554264061566111
63,0.060068143018349118
64,0.059106995865938206
65,0.057763604575779115
66,0.057071973100086659
67,0.056197830357264611
68,0.055791544507894142
69,0.055493345595484356
70,0.055207445302754121
71,0.055196714492736776
72,0.055367319347586985
73,0.055470497273425845
74,0.055933165224267278
75,0.056104715720791287
76,0.056791820369321011
77,0.057238343296796279
78,0.057720931762862471
79,0.058214507418999306
80,0.058704923214487836
81,0.059177645265885981
82,0.05962572552169676
83,0.060040908743137167
84,0.060433697884075488
85,0.060832516907117051
86,0.061163105861874678
87,0.061425289074270473
88,0.061659706689272398
89,0.061805588025588498
90,0.061941604885518919
91,0.06207844072634533
92,0.062038244403645526
93,0.061991596622175404
94,0.061840124683679054
95,0.061623470751057507
96,0.061408858473552153
97,0.061091745271409814
98,0.060811153872309953
99,0.060430281825233023
100,0.059999749204413477
101,0.059539596637262771
102,0.059039677756187625
103,0.05854762022252824
104,0.058008291989091076
105,0.057429769123403973
106,0.056813182517913341
107,0.056219186917872199
108,0.055549842342792366
109,0.054930128535597256
110,0.054317801913742358
111,0.053697550631654323
112,0.053066872527843478
113,0.052437969682755992
114,0.051824584398077744
115,0.051217322000249421
116,0.050629532930634435
117,0.050054087094404065
118,0.049509956750653783
119,0.048981543254541848
120,0.048570874165692113
121,0.047992136694708809
122,0.047586687548882733
123,0.047041253417455964
124,0.046684814086323356
125,0.0463105091597944
126,0.045944565693099515
127,0.045569072354947004
128,0.045212137819608922
129,0.04490852083335084
130,0.044645666344492352
131,0.04441018923432527
132,0.044113097633071363
133,0.043924890242373504
134,0.043802127845338878
135,0.043680307613348068
136,0.043598614181418971
137,0.043548970064640646
138,0.04350450050086635
139,0.043490821941358504
140,0.043493077132884972
141,0.043552924375382107
142,0.043616212944628197
143,0.043726755610349333
144,0.043874416975397623
145,0.044017194601156884
146,0.044189692406916115
147,0.044431515528037757
148,0.044648197947370738
149,0.044942717101421392
150,0.045189279739407562
151,0.045526126727406357
152,0.045826814573610597
153,0.046114417288321496
154,0.046536678931943909
155,0.046919256288357081
156,0.0473000298123461
157,0.047691786812949777
158,0.048089434408743803
159,0.048495466671651
160,0.048906856681319666
161,0.049322921283422971
162,0.04972990586057352
163,0.050155633145358813
164,0.050573020815547765
165,0.050984664602109875
166,0.051442937229855212
167,0.051752807115293065
168,0.052169720551409671
169,0.05246522938916609
170,0.052858208064126722
171,0.053173302445220394
172,0.053466836174053733
173,0.053758978617405029
174,0.05400839270757124
175,0.054252285238273579
176,0.054451000342884026
177,0.054615556354337513
178,0.054768534216386777
179,0.054894029116429433
180,0.054985798760297411
181,0.05505485420265066
182,0.055098994927750167
183,0.055112296529179539
184,0.055107999396670493
185,0.055082338011154031
186,0.055016659279010338
187,0.054968826946922567
188,0.054890848782122192
189,0.054800833248431713
190,0.054698610022905159
191,0.0545864826852826
192,0.054465805794374211
193,0.05433461552881258
194,0.054205070466588234
195,0.054069919920713694
196,0.053942494112517836
197,0.053803903528211516
198,0.053660897651785167
199,0.053517344320879623
200,0.05337274325237984
201,0.053229307812174331
202,0.053086153294770178
203,0.052942564437701234
204,0.052806420318120273
205,0.052662567209093902
206,0.052517827100975689
207,0.052376832471246193
208,0.052233702566807649
209,0.052094164974620882
210,0.051959235367812773
211,0.051825575250000866
212,0.051696112277985318
213,0.051580258493491182
214,0.051470978316629834
215,0.051365373267087455
216,0.051265597167128696
217,0.05117326631651975
218,0.051089703269703135
219,0.051013983237330918
220,0.050948597582798738
221,0.050885305537585968
222,0.050830431858346181
223,0.050783940056301546
224,0.050746500430899844
225,0.050713858525723743
226,0.050688480753009912
227,0.050667453870101964
228,0.050645322649866209
229,0.050629074116574579
230,0.050614763473130986
231,0.050605166442839244
232,0.050590025881114664
233,0.050572115764282444
234,0.050552027069357908
235,0.050529736104891976
236,0.050501418570446766
237,0.050484256810541417
238,0.050444941254473241
239,0.050401260322739394
240,0.050354671331972245
241,0.050305338401592681
242,0.050248830578531634
243,0.050187406542762714
244,0.050121753458357454
245,0.050052274094189442
246,0.049979758479085923
